trip_id,user_id,start_station_id,end_station_id,start_time,end_time,duration_min
716,1071,13,48,2023-11-08 19:32:00,2023-11-08 19:57:58,25.97
717,1344,32,17,2023-08-26 01:51:00,2023-08-26 02:00:45,9.75
718,1010,43,24,2023-12-27 11:11:00,2023-12-27 11:15:03,4.07
719,1050,10,25,2023-09-09 06:13:00,2023-09-09 06:38:27,25.46
720,1371,48,1,2023-08-30 23:54:00,2023-08-31 00:09:26,15.44
721,1190,20,31,2023-11-12 20:26:00,2023-11-12 20:57:39,31.65
722,1088,48,9,2023-11-03 15:06:00,2023-11-03 15:38:01,32.02
723,1132,37,28,2023-01-31 17:23:00,2023-01-31 17:39:05,16.1
724,1007,29,27,2023-09-18 21:23:00,2023-09-18 21:29:19,6.32
725,1013,46,43,2023-04-03 08:30:00,2023-04-03 08:32:43,2.73
726,1011,20,34,2023-09-25 04:32:00,2023-09-25 04:56:44,24.74
727,1410,15,31,2023-03-12 07:17:00,2023-03-12 07:46:55,29.93
728,1431,28,42,2023-12-30 18:49:00,2023-12-30 19:02:37,13.63
729,1174,32,32,2023-12-09 16:00:00,2023-12-09 16:51:14,51.24
730,1368,3,18,2023-06-11 03:24:00,2023-06-11 03:28:39,4.66
731,1436,14,47,2023-03-22 02:45:00,2023-03-22 02:56:38,11.65
732,1300,43,12,2023-06-16 08:48:00,2023-06-16 08:55:36,7.61
733,1205,46,23,2023-09-24 14:40:00,2023-09-24 14:58:33,18.56
734,1003,47,17,2023-04-03 10:24:00,2023-04-03 10:56:01,32.03
735,1281,4,34,2023-02-14 10:30:00,2023-02-14 11:18:01,48.02
736,1325,34,1,2023-03-22 01:21:00,2023-03-22 01:57:20,36.34
737,1091,44,22,2023-01-17 08:51:00,2023-01-17 09:16:30,25.51
738,1070,34,46,2023-07-07 03:10:00,2023-07-07 03:14:49,4.82
739,1098,50,8,2023-07-22 11:19:00,2023-07-22 12:11:20,52.34
740,1488,2,21,2023-03-28 00:00:00,2023-03-28 00:22:19,22.33
741,1218,11,35,2023-02-07 21:50:00,2023-02-07 21:55:31,5.53
742,1296,10,22,2023-02-04 02:53:00,2023-02-04 03:05:22,12.37
743,1217,49,22,2023-01-09 14:16:00,2023-01-09 14:23:40,7.68
744,1397,1,37,2023-12-09 17:44:00,2023-12-09 18:18:09,34.16
745,1129,33,31,2023-04-06 06:42:00,2023-04-06 07:35:15,53.26
746,1321,12,12,2023-03-17 12:34:00,2023-03-17 12:45:19,11.33
747,1447,22,12,2023-07-31 06:51:00,2023-07-31 07:05:42,14.71
748,1271,34,20,2023-06-18 08:54:00,2023-06-18 09:33:04,39.07
749,1008,32,3,2023-02-13 03:24:00,2023-02-13 03:42:54,18.91
750,1126,23,25,2023-03-30 11:09:00,2023-03-30 11:39:44,30.74
751,1274,20,17,2023-02-09 14:12:00,2023-02-09 14:43:33,31.56
752,1232,12,48,2023-09-24 15:25:00,2023-09-24 15:40:27,15.45
753,1321,19,6,2023-06-10 23:35:00,2023-06-11 00:24:54,49.92
754,1198,49,26,2023-12-17 03:53:00,2023-12-17 04:06:50,13.84
755,1404,32,45,2023-08-16 21:29:00,2023-08-16 21:31:40,2.67
756,1319,43,35,2023-07-28 20:22:00,2023-07-28 20:28:15,6.26
757,1268,46,22,2023-10-10 19:46:00,2023-10-10 20:32:26,46.44
758,1109,18,3,2023-08-29 01:15:00,2023-08-29 01:27:10,12.17
759,1490,35,13,2023-03-29 05:58:00,2023-03-29 06:27:00,29.01
760,1147,46,34,2023-10-09 07:33:00,2023-10-09 07:48:54,15.91
761,1261,40,50,2023-01-13 07:34:00,2023-01-13 07:49:45,15.76
762,1458,37,49,2023-10-19 03:43:00,2023-10-19 04:02:28,19.48
763,1416,24,40,2023-03-17 09:12:00,2023-03-17 09:32:11,20.19
764,1203,36,27,2023-12-18 10:49:00,2023-12-18 10:55:09,6.16
765,1433,30,22,2023-07-29 21:47:00,2023-07-29 21:56:11,9.19
766,1019,12,50,2023-10-04 07:07:00,2023-10-04 07:45:39,38.65
767,1048,37,20,2023-12-06 10:09:00,2023-12-06 10:34:02,25.05
768,1311,12,2,2023-09-19 14:49:00,2023-09-19 14:52:59,4.0
769,1311,9,8,2023-01-06 04:19:00,2023-01-06 04:29:59,10.98
770,1284,49,13,2023-08-24 13:45:00,2023-08-24 14:09:58,24.97
771,1109,41,17,2023-07-03 09:34:00,2023-07-03 09:39:52,5.88
772,1197,14,43,2023-04-22 09:20:00,2023-04-22 09:39:13,19.23
773,1143,24,16,2023-10-28 23:19:00,2023-10-28 23:36:23,17.39
774,1243,32,27,2023-05-28 13:04:00,2023-05-28 13:27:53,23.9
775,1111,13,36,2023-07-26 04:07:00,2023-07-26 04:27:33,20.56
776,1480,42,11,2023-05-21 03:32:00,2023-05-21 03:49:28,17.47
777,1195,34,12,2023-05-30 04:13:00,2023-05-30 04:27:56,14.93
778,1440,47,43,2023-07-09 15:35:00,2023-07-09 15:44:26,9.45
779,1409,31,17,2023-05-30 06:00:00,2023-05-30 06:17:54,17.91
780,1160,12,6,2023-06-06 00:36:00,2023-06-06 01:08:39,32.66
781,1100,15,38,2023-09-26 17:46:00,2023-09-26 17:57:26,11.45
782,1109,29,5,2023-12-23 10:56:00,2023-12-23 11:14:33,18.56
783,1334,1,12,2023-03-08 05:49:00,2023-03-08 06:16:44,27.73
784,1352,15,1,2023-12-30 19:01:00,2023-12-30 19:16:49,15.82
785,1464,40,23,2023-06-17 10:49:00,2023-06-17 11:09:25,20.42
786,1156,11,47,2023-07-12 12:33:00,2023-07-12 12:55:02,22.04
787,1438,14,4,2023-11-18 06:11:00,2023-11-18 06:43:50,32.85
788,1388,28,40,2023-06-17 14:59:00,2023-06-17 15:10:20,11.34
789,1482,36,15,2023-06-19 10:15:00,2023-06-19 10:40:53,25.89
790,1423,13,16,2023-11-20 08:24:00,2023-11-20 08:30:17,6.29
791,1007,34,20,2023-01-04 15:59:00,2023-01-04 16:14:38,15.65
792,1458,16,49,2023-03-17 04:20:00,2023-03-17 04:56:45,36.75
793,1254,17,10,2023-01-28 16:39:00,2023-01-28 16:58:43,19.73
794,1469,44,43,2023-10-07 05:18:00,2023-10-07 05:28:59,11.0
795,1306,33,21,2023-06-01 00:50:00,2023-06-01 00:52:23,2.4
796,1203,16,4,2023-07-10 17:34:00,2023-07-10 17:42:32,8.55
797,1196,9,42,2023-04-03 06:49:00,2023-04-03 06:59:55,10.93
798,1015,31,37,2023-12-19 02:35:00,2023-12-19 02:48:14,13.24
799,1016,36,12,2023-01-25 01:45:00,2023-01-25 02:36:25,51.43
800,1394,24,44,2023-05-15 03:41:00,2023-05-15 03:49:20,8.34
801,1065,36,40,2023-11-19 07:07:00,2023-11-19 07:17:49,10.82
802,1095,36,37,2023-09-20 11:21:00,2023-09-20 11:26:43,5.72
803,1303,32,21,2023-03-26 18:21:00,2023-03-26 18:30:27,9.47
804,1083,19,24,2023-08-17 11:32:00,2023-08-17 11:50:54,18.9
805,1311,32,30,2023-04-16 11:47:00,2023-04-16 12:00:06,13.11
806,1056,26,23,2023-12-11 02:17:00,2023-12-11 02:34:38,17.64
807,1476,24,28,2023-10-04 22:01:00,2023-10-04 22:33:17,32.29
808,1153,16,8,2023-10-29 17:55:00,2023-10-29 18:01:26,6.45
809,1288,41,27,2023-10-09 08:27:00,2023-10-09 08:55:28,28.48
810,1373,24,17,2023-11-08 09:49:00,2023-11-08 09:56:30,7.5
811,1148,21,9,2023-05-03 17:03:00,2023-05-03 17:13:29,10.48
812,1089,47,30,2023-06-14 03:51:00,2023-06-14 04:06:36,15.6
813,1080,25,39,2023-12-07 05:30:00,2023-12-07 05:52:30,22.5
814,1169,26,30,2023-03-21 00:28:00,2023-03-21 00:41:02,13.04
815,1431,19,20,2023-02-23 22:57:00,2023-02-23 23:07:52,10.88
816,1062,43,46,2023-01-18 15:19:00,2023-01-18 15:29:01,10.02
817,1220,13,38,2023-09-09 21:33:00,2023-09-09 21:36:47,3.79
818,1238,10,20,2023-12-20 20:56:00,2023-12-20 21:33:22,37.37
819,1421,36,22,2023-06-17 10:49:00,2023-06-17 11:07:31,18.52
820,1181,17,4,2023-05-18 06:34:00,2023-05-18 06:58:25,24.43
821,1216,22,24,2023-03-09 01:45:00,2023-03-09 01:51:56,6.94
822,1098,38,20,2023-11-13 18:11:00,2023-11-13 18:23:56,12.94
823,1392,45,37,2023-03-08 03:03:00,2023-03-08 03:18:01,15.03
824,1276,33,20,2023-11-04 20:23:00,2023-11-04 20:43:12,20.21
825,1077,14,11,2023-01-25 14:26:00,2023-01-25 14:36:56,10.94
826,1487,22,46,2023-09-28 13:11:00,2023-09-28 13:39:54,28.91
827,1018,27,48,2023-06-20 06:55:00,2023-06-20 07:08:38,13.64
828,1144,9,49,2023-11-28 06:04:00,2023-11-28 06:23:08,19.15
829,1160,34,34,2023-02-21 11:23:00,2023-02-21 11:43:16,20.27
830,1045,30,1,2023-04-15 09:01:00,2023-04-15 09:34:40,33.68
831,1042,46,10,2023-11-24 15:13:00,2023-11-24 15:23:58,10.97
832,1039,41,44,2023-06-02 11:00:00,2023-06-02 11:32:15,32.25
833,1357,8,16,2023-07-23 15:51:00,2023-07-23 15:58:23,7.39
834,1485,32,2,2023-07-19 11:50:00,2023-07-19 11:55:25,5.43
835,1350,9,10,2023-11-22 22:41:00,2023-11-22 23:20:38,39.64
836,1203,1,38,2023-12-05 11:06:00,2023-12-05 11:12:58,6.98
837,1442,25,8,2023-02-15 05:36:00,2023-02-15 05:39:03,3.05
838,1485,38,50,2023-01-05 10:59:00,2023-01-05 11:08:51,9.86
839,1236,43,36,2023-08-03 14:02:00,2023-08-03 14:34:52,32.87
840,1264,17,13,2023-04-03 15:26:00,2023-04-03 15:44:32,18.54
841,1150,39,44,2023-05-20 10:20:00,2023-05-20 10:29:11,9.18
842,1417,29,23,2023-11-17 23:11:00,2023-11-17 23:29:06,18.11
843,1393,15,24,2023-11-10 02:19:00,2023-11-10 02:43:08,24.14
844,1201,38,30,2023-11-04 05:24:00,2023-11-04 05:25:02,1.04
845,1148,29,43,2023-01-31 20:33:00,2023-01-31 20:37:48,4.82
846,1339,38,47,2023-05-04 13:59:00,2023-05-04 15:01:29,62.48
847,1424,11,24,2023-12-10 03:13:00,2023-12-10 03:42:40,29.67
848,1026,21,32,2023-10-21 14:30:00,2023-10-21 14:44:42,14.7
849,1413,24,41,2023-01-27 14:42:00,2023-01-27 14:56:54,14.92
850,1393,1,32,2023-03-04 06:42:00,2023-03-04 06:48:23,6.39
851,1313,9,27,2023-11-29 12:01:00,2023-11-29 12:08:32,7.55
852,1200,2,50,2023-10-06 08:04:00,2023-10-06 08:12:37,8.62
853,1274,44,20,2023-04-21 05:35:00,2023-04-21 05:59:28,24.48
854,1199,19,15,2023-09-02 14:14:00,2023-09-02 14:35:00,21.01
855,1415,42,50,2023-06-29 10:37:00,2023-06-29 10:43:21,6.36
856,1121,4,21,2023-11-22 03:32:00,2023-11-22 03:48:13,16.23
857,1310,21,24,2023-02-27 12:01:00,2023-02-27 12:39:31,38.52
858,1335,6,12,2023-07-02 23:41:00,2023-07-02 23:53:19,12.32
859,1413,49,48,2023-09-30 20:43:00,2023-09-30 20:56:00,13.0
860,1167,40,18,2023-10-20 10:25:00,2023-10-20 10:30:54,5.9
861,1207,5,20,2023-07-03 07:13:00,2023-07-03 07:39:39,26.66
862,1033,37,22,2023-07-30 03:31:00,2023-07-30 04:06:04,35.08
863,1132,5,45,2023-07-23 23:27:00,2023-07-23 23:50:13,23.23
864,1433,32,38,2023-07-30 23:52:00,2023-07-31 00:04:03,12.06
865,1309,25,33,2023-01-01 10:41:00,2023-01-01 11:20:50,39.84
866,1320,47,37,2023-06-22 17:31:00,2023-06-22 17:33:18,2.31
867,1054,19,22,2023-05-08 06:25:00,2023-05-08 06:56:37,31.62
868,1324,3,16,2023-05-19 20:20:00,2023-05-19 20:22:16,2.28
869,1479,31,24,2023-04-14 07:19:00,2023-04-14 07:27:02,8.03
870,1219,44,41,2023-07-01 13:37:00,2023-07-01 13:51:06,14.1
871,1252,32,20,2023-08-15 21:42:00,2023-08-15 21:50:57,8.95
872,1230,35,23,2023-08-17 19:23:00,2023-08-17 19:55:56,32.94
873,1155,19,19,2023-09-11 18:16:00,2023-09-11 18:26:39,10.66
874,1184,16,16,2023-02-13 04:39:00,2023-02-13 05:01:11,22.19
875,1379,46,47,2023-10-14 17:23:00,2023-10-14 17:59:58,36.98
876,1288,48,11,2023-03-22 06:21:00,2023-03-22 06:35:40,14.68
877,1416,18,35,2023-08-11 19:49:00,2023-08-11 19:55:45,6.76
878,1157,9,42,2023-09-09 04:35:00,2023-09-09 04:38:08,3.14
879,1350,36,3,2023-09-27 21:36:00,2023-09-27 21:42:27,6.47
880,1351,5,19,2023-11-05 14:36:00,2023-11-05 15:01:01,25.03
881,1178,33,29,2023-11-02 23:35:00,2023-11-02 23:53:03,18.06
882,1461,2,14,2023-02-03 11:29:00,2023-02-03 11:49:28,20.48
883,1101,32,8,2023-06-10 03:26:00,2023-06-10 03:37:07,11.12
884,1197,17,44,2023-12-21 03:22:00,2023-12-21 04:05:03,43.07
885,1466,45,4,2023-01-20 20:14:00,2023-01-20 20:30:13,16.22
886,1288,49,38,2023-12-10 16:05:00,2023-12-10 16:28:49,23.82
887,1054,42,43,2023-01-23 22:58:00,2023-01-23 23:20:13,22.23
888,1173,24,35,2023-03-16 23:48:00,2023-03-16 23:58:59,10.99
889,1280,47,11,2023-01-09 16:38:00,2023-01-09 16:52:08,14.14
890,1042,49,36,2023-07-05 18:00:00,2023-07-05 18:11:36,11.6
891,1167,40,1,2023-09-11 18:24:00,2023-09-11 18:38:58,14.98
892,1389,40,44,2023-01-14 08:25:00,2023-01-14 08:31:05,6.09
893,1489,16,21,2023-03-06 23:32:00,2023-03-06 23:36:24,4.41
894,1161,36,1,2023-11-15 04:39:00,2023-11-15 04:44:55,5.93
895,1499,45,13,2023-03-21 08:58:00,2023-03-21 09:13:23,15.39
896,1406,33,40,2023-05-14 08:35:00,2023-05-14 08:40:25,5.43
897,1387,39,6,2023-01-19 13:10:00,2023-01-19 13:53:20,43.34
898,1049,50,44,2023-06-04 18:59:00,2023-06-04 19:12:57,13.95
899,1206,47,10,2023-06-11 21:17:00,2023-06-11 21:34:15,17.26
900,1095,13,5,2023-10-26 12:40:00,2023-10-26 13:46:20,66.35
901,1482,16,28,2023-01-29 15:44:00,2023-01-29 16:12:08,28.14
902,1282,5,23,2023-01-19 09:24:00,2023-01-19 09:45:01,21.02
903,1162,41,27,2023-07-29 03:27:00,2023-07-29 03:32:11,5.19
904,1371,43,16,2023-03-11 16:17:00,2023-03-11 16:38:09,21.16
905,1367,11,45,2023-06-24 22:05:00,2023-06-24 22:20:31,15.53
906,1364,15,43,2023-01-30 18:06:00,2023-01-30 18:11:58,5.97
907,1457,33,23,2023-09-03 20:33:00,2023-09-03 21:19:23,46.4
908,1050,34,14,2023-06-09 11:56:00,2023-06-09 12:06:44,10.74
909,1012,26,40,2023-01-12 09:34:00,2023-01-12 09:59:13,25.23
910,1289,33,31,2023-01-11 21:24:00,2023-01-11 21:51:10,27.17
911,1287,29,50,2023-08-23 07:43:00,2023-08-23 08:09:24,26.4
912,1261,5,16,2023-01-10 14:41:00,2023-01-10 14:59:42,18.71
913,1264,10,14,2023-09-20 10:55:00,2023-09-20 12:14:06,79.1
914,1109,6,34,2023-09-06 18:13:00,2023-09-06 18:35:55,22.92
915,1472,17,50,2023-12-14 19:46:00,2023-12-14 19:49:40,3.68
916,1457,22,26,2023-08-17 11:37:00,2023-08-17 11:59:12,22.21
917,1428,42,29,2023-06-27 02:05:00,2023-06-27 02:09:42,4.7
918,1262,45,24,2023-01-30 04:16:00,2023-01-30 04:32:52,16.88
919,1315,12,37,2023-12-22 23:11:00,2023-12-22 23:36:50,25.85
920,1440,33,17,2023-07-26 08:26:00,2023-07-26 08:31:40,5.68
921,1492,40,35,2023-10-22 08:46:00,2023-10-22 09:21:18,35.3
922,1438,20,25,2023-11-22 12:27:00,2023-11-22 12:29:12,2.2
923,1285,31,30,2023-01-09 13:08:00,2023-01-09 13:19:43,11.73
924,1201,38,1,2023-10-16 01:51:00,2023-10-16 01:54:59,3.99
925,1246,5,40,2023-02-13 23:49:00,2023-02-14 00:48:49,59.82
926,1091,38,11,2023-06-11 05:18:00,2023-06-11 05:30:59,12.99
927,1128,16,23,2023-01-04 03:43:00,2023-01-04 03:54:25,11.43
928,1206,50,11,2023-05-02 19:44:00,2023-05-02 20:24:13,40.23
929,1468,9,44,2023-11-17 09:24:00,2023-11-17 09:58:30,34.52
930,1407,29,44,2023-12-06 15:22:00,2023-12-06 15:23:21,1.35
931,1406,29,17,2023-02-12 13:53:00,2023-02-12 14:02:41,9.69
932,1086,10,34,2023-10-09 08:03:00,2023-10-09 08:17:42,14.71
933,1144,2,36,2023-05-10 12:08:00,2023-05-10 12:39:38,31.64
934,1321,38,6,2023-03-07 22:29:00,2023-03-07 22:40:11,11.19
935,1001,5,30,2023-05-12 22:41:00,2023-05-12 22:48:13,7.22
936,1337,48,26,2023-09-29 05:54:00,2023-09-29 06:22:40,28.68
937,1297,34,21,2023-01-19 10:32:00,2023-01-19 10:47:18,15.3
938,1462,15,40,2023-01-08 23:36:00,2023-01-08 23:50:38,14.64
939,1171,13,34,2023-03-19 09:05:00,2023-03-19 09:05:31,0.52
940,1203,50,1,2023-11-03 18:41:00,2023-11-03 18:58:54,17.91
941,1064,44,18,2023-08-12 22:12:00,2023-08-12 22:59:18,47.32
942,1299,16,2,2023-02-18 19:51:00,2023-02-18 19:54:06,3.1
943,1338,13,30,2023-08-15 19:00:00,2023-08-15 19:30:14,30.24
944,1183,7,42,2023-12-14 20:19:00,2023-12-14 20:40:26,21.45
945,1316,9,19,2023-11-03 10:51:00,2023-11-03 11:05:13,14.23
946,1036,19,26,2023-12-21 02:11:00,2023-12-21 02:34:54,23.91
947,1116,29,45,2023-09-26 16:39:00,2023-09-26 16:52:44,13.74
948,1011,46,4,2023-03-29 21:04:00,2023-03-29 21:19:36,15.62
949,1301,9,34,2023-03-11 11:15:00,2023-03-11 11:38:47,23.78
950,1308,20,43,2023-09-20 15:15:00,2023-09-20 15:39:13,24.22
951,1435,15,47,2023-12-23 13:14:00,2023-12-23 13:17:36,3.6
952,1197,48,20,2023-06-28 05:35:00,2023-06-28 05:54:49,19.82
953,1313,14,38,2023-12-24 12:17:00,2023-12-24 12:46:51,29.86
954,1211,12,37,2023-10-28 00:06:00,2023-10-28 01:02:22,56.37
955,1149,11,32,2023-05-09 16:24:00,2023-05-09 16:34:57,10.95
956,1453,34,3,2023-03-19 23:59:00,2023-03-20 00:24:27,25.46
957,1228,28,47,2023-02-07 18:28:00,2023-02-07 18:38:20,10.35
958,1419,11,13,2023-09-02 15:22:00,2023-09-02 15:24:51,2.85
959,1272,4,12,2023-02-11 09:19:00,2023-02-11 09:22:37,3.63
960,1460,20,35,2023-12-20 02:14:00,2023-12-20 02:35:00,21.01
961,1430,48,24,2023-07-04 03:20:00,2023-07-04 03:47:37,27.63
962,1062,49,48,2023-06-24 01:31:00,2023-06-24 01:45:29,14.5
963,1232,49,26,2023-12-22 07:22:00,2023-12-22 07:30:39,8.65
964,1329,4,27,2023-04-17 07:18:00,2023-04-17 07:41:57,23.96
965,1273,28,48,2023-09-05 03:25:00,2023-09-05 04:18:38,53.64
966,1072,6,18,2023-07-15 05:42:00,2023-07-15 05:55:45,13.75
967,1312,36,41,2023-04-09 23:53:00,2023-04-09 23:55:33,2.56
968,1496,47,24,2023-12-20 01:05:00,2023-12-20 01:15:35,10.59
969,1402,49,11,2023-04-16 15:45:00,2023-04-16 15:59:31,14.53
970,1191,16,29,2023-05-18 04:58:00,2023-05-18 05:21:10,23.17
971,1279,38,31,2023-11-03 15:18:00,2023-11-03 15:30:47,12.79
972,1363,43,7,2023-01-05 06:20:00,2023-01-05 06:33:03,13.05
973,1234,17,8,2023-06-14 13:51:00,2023-06-14 14:22:04,31.08
974,1306,24,27,2023-04-08 22:25:00,2023-04-08 22:48:02,23.04
975,1126,11,15,2023-07-09 07:47:00,2023-07-09 07:52:40,5.68
976,1039,2,5,2023-08-08 02:42:00,2023-08-08 03:35:30,53.51
977,1090,6,9,2023-12-14 21:32:00,2023-12-14 21:49:02,17.04
978,1429,32,6,2023-11-01 03:36:00,2023-11-01 04:10:40,34.68
979,1087,5,3,2023-08-07 03:24:00,2023-08-07 04:09:45,45.76
980,1189,17,2,2023-12-23 22:53:00,2023-12-23 23:11:15,18.26
981,1226,30,6,2023-08-08 21:39:00,2023-08-08 22:00:15,21.25
982,1209,26,36,2023-02-21 23:52:00,2023-02-22 00:31:13,39.22
983,1213,26,7,2023-06-26 21:17:00,2023-06-26 21:34:33,17.56
984,1402,30,22,2023-11-17 02:47:00,2023-11-17 02:51:40,4.67
985,1219,16,18,2023-04-26 02:14:00,2023-04-26 02:54:10,40.18
986,1384,42,8,2023-07-03 00:16:00,2023-07-03 00:34:13,18.22
987,1431,17,18,2023-07-24 14:30:00,2023-07-24 14:55:57,25.95
988,1300,10,37,2023-10-04 12:34:00,2023-10-04 12:47:17,13.29
989,1231,33,12,2023-09-17 04:16:00,2023-09-17 04:25:28,9.48
990,1211,25,27,2023-08-08 06:16:00,2023-08-08 06:16:18,0.32
991,1151,39,42,2023-12-30 04:19:00,2023-12-30 04:29:55,10.93
992,1162,28,20,2023-10-17 17:35:00,2023-10-17 17:48:57,13.96
993,1297,18,31,2023-02-03 01:15:00,2023-02-03 01:27:19,12.33
994,1263,13,50,2023-10-26 10:29:00,2023-10-26 10:56:29,27.49
995,1253,24,28,2023-03-12 20:31:00,2023-03-12 20:57:13,26.23
996,1114,44,16,2023-11-19 17:46:00,2023-11-19 18:14:12,28.2
997,1201,32,19,2023-12-24 19:36:00,2023-12-24 20:06:19,30.32
998,1451,2,7,2023-09-23 08:55:00,2023-09-23 09:36:44,41.74
999,1013,7,14,2023-06-16 23:15:00,2023-06-16 23:36:43,21.72
1000,1458,47,7,2023-04-14 08:52:00,2023-04-14 09:10:10,18.17
1001,1437,45,46,2023-10-13 14:04:00,2023-10-13 14:17:48,13.81
1002,1421,21,50,2023-05-28 13:51:00,2023-05-28 14:08:22,17.38
1003,1169,3,2,2023-12-30 10:11:00,2023-12-30 10:12:00,1.02
1004,1241,17,49,2023-03-30 03:41:00,2023-03-30 04:27:29,46.5
1005,1057,49,24,2023-05-07 19:36:00,2023-05-07 19:59:48,23.82
1006,1379,47,48,2023-01-02 05:18:00,2023-01-02 05:46:33,28.57
1007,1427,48,2,2023-11-26 02:38:00,2023-11-26 02:58:27,20.45
1008,1322,23,33,2023-08-14 17:07:00,2023-08-14 17:11:19,4.33
1009,1496,20,19,2023-02-24 15:29:00,2023-02-24 15:48:00,19.0
1010,1381,45,1,2023-07-04 00:32:00,2023-07-04 01:30:44,58.74
1011,1446,37,50,2023-07-12 13:03:00,2023-07-12 13:05:48,2.81
1012,1035,49,12,2023-11-12 08:34:00,2023-11-12 08:37:17,3.29
1013,1191,11,25,2023-10-22 18:19:00,2023-10-22 18:23:04,4.08
1014,1372,30,42,2023-02-16 13:46:00,2023-02-16 14:23:09,37.16
1015,1433,14,5,2023-11-17 11:59:00,2023-11-17 12:19:08,20.13
1016,1483,25,30,2023-08-19 07:13:00,2023-08-19 07:20:50,7.85
1017,1001,2,32,2023-07-13 06:25:00,2023-07-13 06:44:57,19.96
1018,1430,13,39,2023-10-11 22:15:00,2023-10-11 22:28:45,13.75
1019,1059,29,26,2023-10-05 12:41:00,2023-10-05 12:52:35,11.59
1020,1167,1,38,2023-12-21 20:49:00,2023-12-21 20:50:33,1.55
1021,1224,21,23,2023-11-15 11:35:00,2023-11-15 11:49:45,14.76
1022,1409,7,43,2023-06-26 01:03:00,2023-06-26 01:44:20,41.34
1023,1102,1,38,2023-09-18 14:09:00,2023-09-18 14:15:23,6.39
1024,1228,3,39,2023-07-27 18:09:00,2023-07-27 18:48:23,39.4
1025,1436,40,7,2023-09-06 20:34:00,2023-09-06 20:38:14,4.24
1026,1486,44,49,2023-04-02 17:11:00,2023-04-02 17:37:55,26.93
1027,1310,3,6,2023-10-11 09:42:00,2023-10-11 09:46:59,5.0
1028,1175,10,16,2023-12-31 14:47:00,2023-12-31 15:19:09,32.16
1029,1431,21,15,2023-10-07 20:54:00,2023-10-07 21:05:21,11.35
1030,1249,7,23,2023-12-16 22:07:00,2023-12-16 22:40:52,33.88
1031,1142,43,37,2023-11-13 05:46:00,2023-11-13 05:56:05,10.09
1032,1198,24,39,2023-05-28 14:43:00,2023-05-28 15:09:06,26.11
1033,1330,9,7,2023-09-08 00:08:00,2023-09-08 00:15:56,7.94
1034,1121,43,35,2023-11-10 08:13:00,2023-11-10 08:19:31,6.53
1035,1026,8,5,2023-11-06 23:10:00,2023-11-07 00:39:16,89.28
1036,1348,1,31,2023-12-01 07:19:00,2023-12-01 07:25:38,6.64
1037,1224,44,23,2023-01-15 18:05:00,2023-01-15 18:28:03,23.06
1038,1152,21,10,2023-10-05 13:32:00,2023-10-05 14:16:40,44.68
1039,1317,41,18,2023-09-03 13:50:00,2023-09-03 14:05:43,15.72
1040,1463,41,43,2023-03-28 04:06:00,2023-03-28 04:26:10,20.18
1041,1151,18,9,2023-12-29 23:04:00,2023-12-29 23:24:30,20.51
1042,1296,6,10,2023-11-30 00:44:00,2023-11-30 01:22:19,38.32
1043,1433,2,23,2023-12-19 13:37:00,2023-12-19 14:03:05,26.09
1044,1091,6,43,2023-10-26 21:04:00,2023-10-26 21:18:24,14.4
1045,1320,47,17,2023-04-07 06:20:00,2023-04-07 06:27:14,7.24
1046,1457,5,17,2023-10-22 18:46:00,2023-10-22 19:13:26,27.44
1047,1082,17,42,2023-01-11 09:46:00,2023-01-11 10:07:26,21.44
1048,1254,45,28,2023-04-13 11:11:00,2023-04-13 11:13:44,2.75
1049,1076,8,17,2023-06-02 04:18:00,2023-06-02 04:53:44,35.74
1050,1450,19,21,2023-12-24 10:22:00,2023-12-24 11:20:36,58.61
1051,1296,7,31,2023-08-03 13:10:00,2023-08-03 13:26:52,16.88
1052,1027,37,47,2023-10-16 20:42:00,2023-10-16 21:00:54,18.9
1053,1060,7,27,2023-11-10 21:38:00,2023-11-10 22:26:53,48.89
1054,1174,5,50,2023-06-15 01:49:00,2023-06-15 02:06:26,17.45
1055,1378,35,24,2023-10-17 00:15:00,2023-10-17 00:21:11,6.19
1056,1060,28,50,2023-12-02 01:18:00,2023-12-02 01:32:06,14.11
1057,1050,43,34,2023-12-08 02:13:00,2023-12-08 03:09:00,56.01
1058,1356,41,11,2023-06-06 17:04:00,2023-06-06 17:10:17,6.29
1059,1404,16,13,2023-05-17 20:52:00,2023-05-17 21:42:03,50.05
1060,1383,35,32,2023-06-14 17:24:00,2023-06-14 17:59:48,35.81
1061,1246,22,45,2023-04-06 13:05:00,2023-04-06 13:17:52,12.87
1062,1132,22,17,2023-05-22 11:57:00,2023-05-22 12:04:46,7.77
1063,1478,9,13,2023-05-31 22:17:00,2023-05-31 22:41:17,24.3
1064,1052,14,4,2023-05-03 05:09:00,2023-05-03 05:11:06,2.11
1065,1050,12,7,2023-05-25 21:14:00,2023-05-25 21:32:16,18.27
1066,1288,43,15,2023-09-13 18:18:00,2023-09-13 18:20:32,2.54
1067,1271,18,37,2023-08-01 06:21:00,2023-08-01 06:41:25,20.43
1068,1409,17,6,2023-08-29 00:24:00,2023-08-29 00:25:56,1.95
1069,1433,19,21,2023-03-29 00:00:00,2023-03-29 00:12:05,12.09
1070,1008,29,46,2023-07-08 04:00:00,2023-07-08 04:15:39,15.65
1071,1229,28,29,2023-06-27 05:29:00,2023-06-27 05:39:02,10.04
